,game_name,game_genres,game_image,game_release_date,game_price,review_text,review_score,language
41,PUBG: BATTLEGROUNDS,"Action, Adventure, Massively Multiplayer, Free To Play",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/578080/header.jpg?t=1726725837,2017-12-21,0.0,"Great Game! Major improvements since the game was first released, I would 10/10 recommend.",True,english
42,PUBG: BATTLEGROUNDS,"Action, Adventure, Massively Multiplayer, Free To Play",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/578080/header.jpg?t=1726725837,2017-12-21,0.0,shit game,False,english
43,PUBG: BATTLEGROUNDS,"Action, Adventure, Massively Multiplayer, Free To Play",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/578080/header.jpg?t=1726725837,2017-12-21,0.0,ca,False,english
44,PUBG: BATTLEGROUNDS,"Action, Adventure, Massively Multiplayer, Free To Play",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/578080/header.jpg?t=1726725837,2017-12-21,0.0,nice,True,english
45,PUBG: BATTLEGROUNDS,"Action, Adventure, Massively Multiplayer, Free To Play",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/578080/header.jpg?t=1726725837,2017-12-21,0.0,ihan vitun 6/5,False,english
46,PUBG: BATTLEGROUNDS,"Action, Adventure, Massively Multiplayer, Free To Play",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/578080/header.jpg?t=1726725837,2017-12-21,0.0,"What a shit game you cant to complete basic training for the jump bug... 
",False,english
47,PUBG: BATTLEGROUNDS,"Action, Adventure, Massively Multiplayer, Free To Play",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/578080/header.jpg?t=1726725837,2017-12-21,0.0,Game is sick,True,english
48,PUBG: BATTLEGROUNDS,"Action, Adventure, Massively Multiplayer, Free To Play",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/578080/header.jpg?t=1726725837,2017-12-21,0.0,"The player who uses the perspective cheating function cheats by reporting the location to his teammates. When the player is killed, he can only report the cheating teammate but not the cheater. He can only enter the spectator mode after the whole team dies. However, the cheating team often leaves one member of our team unkilled, making it impossible for the player to spectate the cheating team and accurately find the perspective cheater.",False,english
49,PUBG: BATTLEGROUNDS,"Action, Adventure, Massively Multiplayer, Free To Play",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/578080/header.jpg?t=1726725837,2017-12-21,0.0,Dead game (im sad about it),True,english
50,Eternal Return,"Indie, Strategy, Free To Play",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1049590/header.jpg?t=1727152042,2023-07-19,0.0,The game is a commercial failure. Wouldn't surprise me if it EOS'd soon.,False,english
51,Eternal Return,"Indie, Strategy, Free To Play",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1049590/header.jpg?t=1727152042,2023-07-19,0.0,"one thing give a slight nerf on op bianca?
",True,english
52,Eternal Return,"Indie, Strategy, Free To Play",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1049590/header.jpg?t=1727152042,2023-07-19,0.0,"Fun af.
Edit: About 1500 hours later game is currently in the best state its ever been in for new players and I highly recommend trying it out if you are interested.",True,english
53,Eternal Return,"Indie, Strategy, Free To Play",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1049590/header.jpg?t=1727152042,2023-07-19,0.0,actually addicting,True,english
54,Eternal Return,"Indie, Strategy, Free To Play",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1049590/header.jpg?t=1727152042,2023-07-19,0.0,fun game challenging and overall good community so far.,True,english
55,Eternal Return,"Indie, Strategy, Free To Play",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1049590/header.jpg?t=1727152042,2023-07-19,0.0,game is actually good just needs more publicity,True,english
56,Eternal Return,"Indie, Strategy, Free To Play",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1049590/header.jpg?t=1727152042,2023-07-19,0.0,Awesome game so far. I'd reccomend to anyone who's into moba/survival games.,True,english
57,Eternal Return,"Indie, Strategy, Free To Play",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1049590/header.jpg?t=1727152042,2023-07-19,0.0,good shit,True,english
58,Eternal Return,"Indie, Strategy, Free To Play",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1049590/header.jpg?t=1727152042,2023-07-19,0.0,Just fun,True,english
59,Eternal Return,"Indie, Strategy, Free To Play",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1049590/header.jpg?t=1727152042,2023-07-19,0.0,A true gem of a game.,True,english
60,Eternal Return,"Indie, Strategy, Free To Play",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1049590/header.jpg?t=1727152042,2023-07-19,0.0,Good game,True,english
61,Eternal Return,"Indie, Strategy, Free To Play",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1049590/header.jpg?t=1727152042,2023-07-19,0.0,"this game awesome
",True,english
62,Eternal Return,"Indie, Strategy, Free To Play",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1049590/header.jpg?t=1727152042,2023-07-19,0.0,This game give a lot of have ;D,True,english
63,Eternal Return,"Indie, Strategy, Free To Play",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1049590/header.jpg?t=1727152042,2023-07-19,0.0,"If LOL is wine, Eternal Return is coffee. 
Even if you swear and press ""Not recommended,"" you will eventually play the game again.",True,english
64,Eternal Return,"Indie, Strategy, Free To Play",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1049590/header.jpg?t=1727152042,2023-07-19,0.0,addictive yet sht game lul,True,english
65,Eternal Return,"Indie, Strategy, Free To Play",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1049590/header.jpg?t=1727152042,2023-07-19,0.0,"Really nice game got some sick fresh elements integrated. HOWEVER, the biggest concern is the servers they have. Right now there's only realistically 4-5 servers running and I hear EU servers arent always up and if you're like me who lives in Australia which needs a Oceania server which doesnt exist then you're looking about 250 ping to play which lags liike crazy on Asia & US server.
Will change to a thumbs up once they've added new servers in hopefully this game continues to grow as I have high hopes for it!

UPDATE: Pretty disappointed at how the management is with this game as they try to do a lot of banning and not to mention banning stream snipers instead of focusing more time on actually trying to open new servers up so to get more exposure for the game.....Right now it's kind of a turn off so decided to uninstall it.

UPDATE 2: The good news is that other servers are up but unfortunately it's leaving players wants to support that are in the Oceania region super dead clearly the devs should be more transparent about this so now they just seem to avoid the question all together........",False,english
66,Eternal Return,"Indie, Strategy, Free To Play",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1049590/header.jpg?t=1727152042,2023-07-19,0.0,"I played the game on mobile and enjoyed it very much
However unlike the mobile game it is more like league of legends than a VN. imagine a mix of League of Legends Pubg and The long Dark. The game is still new and i am very excited to see where it goes",True,english
67,Eternal Return,"Indie, Strategy, Free To Play",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1049590/header.jpg?t=1727152042,2023-07-19,0.0,"Great game with standard beta issues, hoping for more balance options, new modes, and characters with time. 
I'd also like more control input options, like keyboard accessibility, instead of only mouse (WASD).",True,english
68,Eternal Return,"Indie, Strategy, Free To Play",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1049590/header.jpg?t=1727152042,2023-07-19,0.0,fun game,True,english
69,Cyberpunk 2077,RPG,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1091500/header.jpg?t=1726188854,2020-12-09,37990.5,Very well put story.,True,english
70,Cyberpunk 2077,RPG,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1091500/header.jpg?t=1726188854,2020-12-09,37990.5,no glitches like xbox has.,True,english
71,Cyberpunk 2077,RPG,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1091500/header.jpg?t=1726188854,2020-12-09,37990.5,Take my money.,True,english
72,Cyberpunk 2077,RPG,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1091500/header.jpg?t=1726188854,2020-12-09,37990.5,Fuck you ADAM,True,english
73,Cyberpunk 2077,RPG,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1091500/header.jpg?t=1726188854,2020-12-09,37990.5,Everything. ESPECIALLY the DLC.,True,english
74,Cyberpunk 2077,RPG,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1091500/header.jpg?t=1726188854,2020-12-09,37990.5,"this game as so much potential but i feel like im more watching a movie than playing a game. i love the si-fi and futuristic of the game tho. but its just the they talk so much! i just wanna play. i think i probably
watch more then i played this game.",False,english
75,Cyberpunk 2077,RPG,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1091500/header.jpg?t=1726188854,2020-12-09,37990.5,"Cyberpunk is a messy game with a messy history. But it is one of my favourite games of all time.
Something about it just speaks to me, and I cant really articulate why I love it as much as I do.

Please give it a chance and fall in love with its world, characters and heartbreaking story. It will stick with you, it has certainly stuck with me.
Its hard to let Night City go I guess.",True,english
76,Cyberpunk 2077,RPG,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1091500/header.jpg?t=1726188854,2020-12-09,37990.5,i threw a guy at a car and he exploded,True,english
77,Cyberpunk 2077,RPG,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1091500/header.jpg?t=1726188854,2020-12-09,37990.5,cyburpunk,True,english
78,Cyberpunk 2077,RPG,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1091500/header.jpg?t=1726188854,2020-12-09,37990.5,come on choom,True,english
79,Cyberpunk 2077,RPG,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1091500/header.jpg?t=1726188854,2020-12-09,37990.5,"This game is incredible. We all know how disastrous the launch was, but that version, and the current version feel like completely different games. Excellent story, graphics, world building, weapons, cars, you name it. CDPR definitely delivered.",True,english
80,Cyberpunk 2077,RPG,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1091500/header.jpg?t=1726188854,2020-12-09,37990.5,fun game !,True,english
81,Cyberpunk 2077,RPG,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1091500/header.jpg?t=1726188854,2020-12-09,37990.5,i really wanna stay at your house,True,english
82,Cyberpunk 2077,RPG,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1091500/header.jpg?t=1726188854,2020-12-09,37990.5,"-Cars
-Music
-Weapons
-Abilities
More good stuff to say, but the game gets better along with the story fs.",True,english
83,Cyberpunk 2077,RPG,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1091500/header.jpg?t=1726188854,2020-12-09,37990.5,Brutal,True,english
84,Cyberpunk 2077,RPG,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1091500/header.jpg?t=1726188854,2020-12-09,37990.5,this game changed my life,True,english
85,Cyberpunk 2077,RPG,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1091500/header.jpg?t=1726188854,2020-12-09,37990.5,AWESOME AWESOME AWESOME AWESOME,True,english
86,Cyberpunk 2077,RPG,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1091500/header.jpg?t=1726188854,2020-12-09,37990.5,greatest game ever,True,english
87,Cyberpunk 2077,RPG,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1091500/header.jpg?t=1726188854,2020-12-09,37990.5,"Played at launch, Meh... 2 years later, holy shit this game is great!!!",True,english
88,Cyberpunk 2077,RPG,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1091500/header.jpg?t=1726188854,2020-12-09,37990.5,"Amazing game, and you're in for one of the best stories gaming has to offer right now. I've never felt more for characters in a game. 

Mods make it even better.",True,english
89,Cyberpunk 2077,RPG,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1091500/header.jpg?t=1726188854,2020-12-09,37990.5,"Storyline Recommended. I have thousand of screenshots, photomode is God-Tier.
Make Takemura romancable, I wanna give him a big kiss.",True,english
90,Cyberpunk 2077,RPG,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1091500/header.jpg?t=1726188854,2020-12-09,37990.5,.,True,english
91,Cyberpunk 2077,RPG,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1091500/header.jpg?t=1726188854,2020-12-09,37990.5,If you're like me and didn't buy this game on release allowing your opinion to be forever soured towards it and the company then you will probably be able to see this game as the beautiful masterpiece that it is. It is genuinely rare to play a game as immersive in terms of story and gameplay as this. It will be a long time before anything of this quality pops up again.,True,english
92,Cyberpunk 2077,RPG,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1091500/header.jpg?t=1726188854,2020-12-09,37990.5,"The game came a long way. Highly recommended. A must play. This game actually makes you feel like a badass,, in an actual world. TRUST!!!",True,english
93,Cyberpunk 2077,RPG,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1091500/header.jpg?t=1726188854,2020-12-09,37990.5,Game looks cool I like game,True,english
94,Cyberpunk 2077,RPG,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1091500/header.jpg?t=1726188854,2020-12-09,37990.5,"Four extra years in the oven and it's still undercooked. A real shame, I wish this game's high points had a stable and consistent experience to back it up.",False,english
95,Cyberpunk 2077,RPG,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1091500/header.jpg?t=1726188854,2020-12-09,37990.5,"One of my favorite games of all time. Today, Cyberpunk 2077 is an incredible experience from start to finish.

The game immerses you in a way that few can, combining its gripping story, breathtaking visuals, and impeccable soundtrack to pull you into the dystopian Night City. There were countless times where I would just stop to look around and take in the gorgeous views.

I found the blend of FPS and RPG elements to be very fun and engaging. Building up V's strength throughout the game was particularly satisfying for me, particularly in how it can interplay with the narrative, even if on the smaller side. Difficulty wise I thought it was pretty balanced overall. It does get on the easier side of things from mid to late game but I don't mind that at all. The game is limited to first person, which I didn't mind after awhile. It's an FPS after all. 
Overall, I loved the high octane, high stakes approach it takes to its combat.

I did not play this game when it first launched, so I have no idea what issues from release still remain. I can however report on the problems I did find regularly:
- Poor LOD Rendering
There were many times, particularly after installing the Phantom Liberty DLC, where the game's engine struggled a lot with loading LODs properly. I mainly noticed it with the NPCs and vehicles, especially when driving, where they would load at very low detail until you're like a few steps away. Rarely when driving, the road can just unload for some reason and become invisible for a couple seconds, which can really screw with you. This is pretty uncommon though.
- Low Traffic Density While Driving
When you're not driving around the city, the traffic is pretty normal. However, once you start going at high speeds on the road, traffic seems to diminish significantly. This does create an uncanny result considering its supposed to be a mega city. It seems the game does this to further save on resources, but it is still somewhat distracting how little traffic there can be.
- Vehicle Summoning
The game allows you to call your vehicle, and it will drive itself to you. Even to this day, the menu for this still says the feature is in beta. Unfortunately, there doesn't seem to be any plans to properly finish it. Now, I bring this up because a lot of the time, the place that it chooses to spawn your car is..not great. Sometimes it will spawn on another road that's like a block away, and other times it spawns it in other vehicles. But on occasion, the car may straight up spawn in the air, where you can watch it gracefully tumble all the way to the ground. Other than traditional fast travel, cars and motorcycles are the de facto way to get around Night City, so a feature like this should probably have had more time in the oven.

Despite those recurring issues I had, they are nowhere near game breaking. They only hurt the already amazing immersion a bit. I did not really experience any crashes before installing mods, so those issues seem to be gone. In all, I definitely think the game is in a good place now. If you were thinking about getting Cyberpunk for yourself, I highly recommend it.",True,english
96,Cyberpunk 2077,RPG,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1091500/header.jpg?t=1726188854,2020-12-09,37990.5,Game will not launch after fresh install with zero mods.,False,english
97,Cyberpunk 2077,RPG,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1091500/header.jpg?t=1726188854,2020-12-09,37990.5,mhm,True,english
98,Cyberpunk 2077,RPG,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1091500/header.jpg?t=1726188854,2020-12-09,37990.5,Bunch of people watched the anime and thought the game was fucking amazing all of a sudden. Spoilers: This game is still trash and update 2.0 was them celebrating what the game should have been on launch. Have some higher fucking standards guys c'mon.,False,english
99,Cyberpunk 2077,RPG,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1091500/header.jpg?t=1726188854,2020-12-09,37990.5,"The game is phenomenal, and the story is so well written.",True,english
100,Cyberpunk 2077,RPG,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1091500/header.jpg?t=1726188854,2020-12-09,37990.5,"its just cool yeah theres bugs but its still well made
",True,english
101,Cyberpunk 2077,RPG,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1091500/header.jpg?t=1726188854,2020-12-09,37990.5,"Gripping story from the start. Loved the main characters, they all had great back stories and unique personalities.
Fantastic after the updates - exceeded expectations after the initial negative reviews I heard upon release.",True,english
